V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W],V [V] ,I [A],P [W]
0.945919037,0.002899626,0.002742812,0.945956707,0.002638759,0.002496152,0.926213264,0.002653333,0.002457552,0.926233292,0.002300855,0.002131128,0.906395435,0.002281333,0.00206779,0.906516075,0.001869084,0.001694355,0.906524181,0.001877233,0.001701757,0.906629562,0.001812808,0.001643545,0.906559467,0.001819609,0.001649584,0.906603336,0.001500831,0.001360659,0.906554222,0.00150828,0.001367338,0.906468868,0.001390638,0.00126057,0.906482697,0.001402483,0.001271326,0.906575203,0.000551305,0.0004998,0.906596661,0.000558093,0.000505965,0.906524658,0.000438743,0.000397732,0.906494617,0.000444341,0.000402793,0.906541824,0.000344585,0.00031238,0.906604767,0.000319848,0.000289975,0.906487465,0.000202955,0.000183976,0.90654707,0.000206986,0.000187643,0.906546593,-5.42E-05,-4.92E-05,0.90658617,0.000402062,0.000364504,0.906578064,0.000386216,0.000350135
0.965629101,0.002789089,0.002693226,0.965670586,0.002538621,0.002451472,0.945924282,0.002554102,0.002415987,0.945950508,0.002219122,0.00209918,0.926098347,0.002192025,0.002030031,0.926221848,0.001785639,0.001653898,0.926224709,0.00179712,0.001664537,0.926347256,0.001729046,0.001601697,0.926263332,0.001739705,0.001611425,0.926311493,0.001422752,0.001317911,0.926262379,0.001431877,0.001326294,0.926173687,0.001310169,0.001213444,0.926192284,0.001325951,0.001228085,0.926279068,0.000459178,0.000425327,0.926301479,0.000467353,0.00043291,0.926220894,0.000354062,0.00032794,0.926197529,0.000360353,0.000333758,0.926247597,0.000277085,0.000256649,0.926326275,0.000247935,0.000229669,0.926190376,0.000141021,0.000130613,0.926243305,0.00014587,0.000135111,0.926221848,-8.77E-05,-8.12E-05,0.926290512,0.000324444,0.00030053,0.926281452,0.000307319,0.000284664
0.985340595,0.002637175,0.002598515,0.985383034,0.002400398,0.002365312,0.965633869,0.002417231,0.002334161,0.965661049,0.002104046,0.002031796,0.945814133,0.002068342,0.001956267,0.945939064,0.001668665,0.001578455,0.945934772,0.001684945,0.001593848,0.946059704,0.001612029,0.001525075,0.945971966,0.001627402,0.001539477,0.946010113,0.001312933,0.001242048,0.945972919,0.001324432,0.001252876,0.945889473,0.001197779,0.001132967,0.945909977,0.001217938,0.00115206,0.946005344,0.000338589,0.000320307,0.946020126,0.000348312,0.00032951,0.945924282,0.000243259,0.000230104,0.945905209,0.000250192,0.000236658,0.945964813,0.000185366,0.00017535,0.946043968,0.000152324,0.000144105,0.945897579,5.80E-05,5.48E-05,0.945949078,6.36E-05,6.01E-05,0.945912838,-0.000135554,-0.000128222,0.945990086,0.00022212,0.000210123,0.945971966,0.000204252,0.000193217
1.005046368,0.002430064,0.002442327,1.005091667,0.002209853,0.002221105,0.985349655,0.002228808,0.002196156,0.98537159,0.001942442,0.001914027,0.965527058,0.001897711,0.001832291,0.965649605,0.001505996,0.001454265,0.965648651,0.001528157,0.001475663,0.96577692,0.001449268,0.00139967,0.965681076,0.001469973,0.001419525,0.965722084,0.001159106,0.001119375,0.965681076,0.001173543,0.001133268,0.965600491,0.001041537,0.001005708,0.965624809,0.001066355,0.001029699,0.965708256,0.000185088,0.000178741,0.965723991,0.000196054,0.000189334,0.965641499,0.000101734,9.82E-05,0.965612888,0.000109157,0.000105403,0.965673923,6.39E-05,6.17E-05,0.965750694,2.82E-05,2.72E-05,0.965614796,-5.07E-05,-4.90E-05,0.965657711,-4.46E-05,-4.31E-05,0.965626717,-0.000202192,-0.000195242,0.96570015,9.06E-05,8.75E-05,0.965675354,7.30E-05,7.05E-05
1.024775028,0.002151554,0.002204859,1.024807453,0.001949948,0.001998321,1.005055904,0.001972,0.00198197,1.005084038,0.001716349,0.001725075,0.985249996,0.001663572,0.001639034,0.985360146,0.001282453,0.001263678,0.985364437,0.00131118,0.00129199,0.985480309,0.001225697,0.0012079,0.985396862,0.001252051,0.001233767,0.985433578,0.000947487,0.000933686,0.985396862,0.000965285,0.000951188,0.985317707,0.000827827,0.000815673,0.985342979,0.000857813,0.00084524,0.985423565,-5.42E-06,-5.34E-06,0.985424995,6.42E-06,6.32E-06,0.985349178,-7.43E-05,-7.32E-05,0.985316753,-6.64E-05,-6.55E-05,0.985381126,-9.26E-05,-9.13E-05,0.985463142,-0.00012849,-0.000126622,0.985327721,-0.000188984,-0.000186211,0.985366344,-0.000182666,-0.000179993,0.985340118,-0.000291801,-0.000287523,0.98541069,-7.40E-05,-7.30E-05,0.985381126,-8.98E-05,-8.85E-05
1.04447937,0.00178428,0.001863644,1.04451561,0.001601497,0.001672788,1.024775505,0.00162881,0.001669165,1.02478838,0.001406433,0.001441296,1.004967213,0.001347924,0.001354619,1.00508213,0.000980453,0.000985436,1.005087376,0.001017031,0.001022205,1.005198002,0.000924896,0.000929704,1.005119801,0.000957164,0.000962065,1.00513792,0.00066296,0.000666366,1.005106449,0.00068436,0.000687855,1.005035877,0.000542605,0.000545337,1.005060196,0.000578298,0.000581224,1.005141258,-0.000234864,-0.000236071,1.005134106,-0.000222712,-0.000223856,1.005060196,-0.000286546,-0.000287996,1.005030155,-0.000278749,-0.000280151,1.005090714,-0.00028761,-0.000289074,1.005173683,-0.000320131,-0.000321788,1.005039692,-0.000359412,-0.000361224,1.005082607,-0.000353526,-0.000355323,1.005054951,-0.000407736,-0.000409797,1.005123138,-0.000273749,-0.000275151,1.005089283,-0.000286031,-0.000287487
1.064185143,0.001310771,0.001394903,1.064222336,0.001146068,0.001219671,1.044487953,0.001180694,0.001233221,1.044487,0.000992331,0.001036477,1.024693489,0.00093296,0.000955998,1.024785042,0.000584427,0.000598912,1.024791718,0.000629091,0.000644687,1.024897575,0.000531604,0.000544839,1.024827003,0.000569792,0.000583939,1.024842262,0.00029148,0.000298721,1.024813175,0.000317028,0.000324895,1.024748325,0.000174196,0.000178507,1.024766922,0.00021476,0.000220079,1.024859905,-0.000503323,-0.000515836,1.024845123,-0.000491654,-0.000503869,1.024772644,-0.00053531,-0.000548571,1.024740219,-0.000527902,-0.000540963,1.024802685,-0.000522165,-0.000535116,1.024877548,-0.00054729,-0.000560906,1.024755478,-0.000562836,-0.000576769,1.024799347,-0.000558096,-0.000571937,1.024763584,-0.000552146,-0.000565819,1.024832249,-0.000508374,-0.000520998,1.024793148,-0.000515518,-0.000528299
1.083886147,0.000721031,0.000781515,1.083929539,0.00057009,0.000617937,1.064196587,0.000614583,0.000654037,1.064198017,0.000455326,0.000484557,1.044405937,0.00040345,0.000421366,1.044485092,8.17E-05,8.53E-05,1.044490337,0.000133439,0.000139376,1.044598579,3.40E-05,3.55E-05,1.044528961,7.76E-05,8.10E-05,1.044559002,-0.000175904,-0.000183742,1.044510841,-0.000146538,-0.000153061,1.044450283,-0.000284368,-0.000297008,1.044468403,-0.000240364,-0.000251052,1.044556618,-0.000808602,-0.00084463,1.044539928,-0.000798142,-0.000833691,1.044476509,-0.000818599,-0.000855007,1.044456005,-0.00081202,-0.00084812,1.044515133,-0.000794249,-0.000829605,1.044570923,-0.000808322,-0.00084435,1.044466972,-0.00079819,-0.000833683,1.044504166,-0.000795394,-0.000830792,1.044467926,-0.000725394,-0.00075765,1.044538975,-0.000775183,-0.000809709,1.044505119,-0.000776003,-0.000810539
1.103593826,6.70E-06,7.40E-06,1.103643894,-0.000135458,-0.000149497,1.083895206,-7.92E-05,-8.58E-05,1.083907127,-0.000217803,-0.000236079,1.06412077,-0.000249974,-0.000266003,1.064193726,-0.000534355,-0.000568657,1.064189911,-0.000477454,-0.000508102,1.064298153,-0.000573333,-0.000610197,1.064240932,-0.00052529,-0.000559036,1.064265251,-0.000742182,-0.000789879,1.064220905,-0.00070966,-0.000755235,1.064164639,-0.000833729,-0.000887225,1.064181328,-0.000788449,-0.000839053,1.064272881,-0.001147497,-0.00122125,1.064257145,-0.001138599,-0.001211763,1.064180374,-0.001132944,-0.001205657,1.064169884,-0.001127355,-0.001199698,1.064227581,-0.001099376,-0.001169986,1.064280987,-0.001099715,-0.001170406,1.064169407,-0.0010627,-0.001130892,1.064212799,-0.001062651,-0.001130887,1.064173222,-0.000926196,-0.000985633,1.064249516,-0.001069452,-0.001138164,1.064216137,-0.001063656,-0.00113196
1.123277664,-0.000831748,-0.000934284,1.123345852,-0.000971298,-0.001091104,1.103601456,-0.000900902,-0.000994237,1.1036129,-0.001031494,-0.00113837,1.083824158,-0.001027249,-0.001113357,1.083898067,-0.001262647,-0.001368581,1.083892822,-0.001202548,-0.001303433,1.084002018,-0.001287174,-0.001395299,1.08394289,-0.001236346,-0.001340128,1.083972454,-0.001402143,-0.001519885,1.083926201,-0.001367382,-0.001482141,1.083872795,-0.001466275,-0.001589256,1.083882332,-0.001423224,-0.001542607,1.083983898,-0.001514205,-0.001641374,1.083968639,-0.001507188,-0.001633744,1.083881378,-0.001472854,-0.001596399,1.083889484,-0.001468479,-0.001591669,1.083935738,-0.001430306,-0.00155036,1.083988667,-0.001415953,-0.001534877,1.083879471,-0.001351965,-0.001465367,1.083920479,-0.001355176,-0.001468903,1.083881378,-0.001151195,-0.001247759,1.083946705,-0.001383977,-0.001500157,1.083925724,-0.001372318,-0.001487491
1.142986774,-0.001786271,-0.002041684,1.143060207,-0.001929018,-0.002204984,1.123291016,-0.00184312,-0.00207036,1.123322964,-0.001980153,-0.002224351,1.103535652,-0.001921087,-0.002119988,1.103595734,-0.00209231,-0.002309064,1.103593349,-0.002032225,-0.00224275,1.103693962,-0.002096062,-0.002313411,1.103636265,-0.002044613,-0.002256509,1.103692532,-0.00214283,-0.002365025,1.103638649,-0.002106537,-0.002324855,1.103578091,-0.002167422,-0.00239192,1.103589535,-0.002130522,-0.002351222,1.103700161,-0.00190203,-0.002099271,1.10367918,-0.001896771,-0.002093427,1.10358429,-0.001831728,-0.002021466,1.103601456,-0.001828346,-0.002017766,1.103642464,-0.001778108,-0.001962395,1.1036973,-0.001750165,-0.001931652,1.103589535,-0.001660047,-0.00183201,1.10362339,-0.001666802,-0.001839521,1.103590488,-0.001395134,-0.001539657,1.103646755,-0.001709961,-0.001887192,1.103630066,-0.001694202,-0.001869772
1.162691593,-0.002840487,-0.00330261,1.162761688,-0.002992423,-0.003479474,1.142997742,-0.002889353,-0.003302524,1.143033504,-0.003048576,-0.003484624,1.123232365,-0.002914051,-0.003273156,1.12330246,-0.00300503,-0.003375558,1.123302937,-0.002947927,-0.003311415,1.123403549,-0.002980205,-0.003347973,1.12334013,-0.002931055,-0.003292571,1.123408794,-0.002943247,-0.00330647,1.123344898,-0.002906592,-0.003265106,1.123283863,-0.002916303,-0.003275837,1.123299599,-0.002888744,-0.003244925,1.123409748,-0.002302045,-0.002586139,1.123388767,-0.002298227,-0.002581802,1.123284817,-0.002200847,-0.002472178,1.123310089,-0.002198029,-0.002469068,1.12334919,-0.002132008,-0.002394989,1.123404026,-0.002093523,-0.002351873,1.123295784,-0.00197905,-0.002223059,1.123325825,-0.001989363,-0.002234703,1.123301029,-0.001650257,-0.001853736,1.123343945,-0.002037001,-0.002288253,1.123336315,-0.002019835,-0.002268954
1.182402611,-0.003975335,-0.004700446,1.182469368,-0.004138821,-0.00489403,1.162706375,-0.00401833,-0.004672138,1.162737846,-0.00421156,-0.00489694,1.14294672,-0.003980997,-0.004550068,1.143015385,-0.003974233,-0.00454261,1.143023491,-0.003923038,-0.004484125,1.143122196,-0.003912924,-0.00447295,1.143061638,-0.003868242,-0.004421639,1.143120289,-0.003776549,-0.00431705,1.143061161,-0.003740284,-0.004275374,1.142997742,-0.003686791,-0.004213993,1.143020153,-0.00367093,-0.004195947,1.143121719,-0.00270275,-0.003089572,1.143100262,-0.002699657,-0.003085979,1.142994404,-0.002569,-0.002936353,1.143024445,-0.002565935,-0.002932926,1.143054962,-0.00247863,-0.00283321,1.143119335,-0.002434655,-0.002783101,1.143005848,-0.002298393,-0.002627076,1.143041134,-0.002311961,-0.002642666,1.143016815,-0.001905818,-0.002178382,1.143054485,-0.002352669,-0.002689229,1.143053532,-0.002337504,-0.002671892
1.202103615,-0.005161263,-0.006204373,1.202168941,-0.005336884,-0.006415836,1.182422161,-0.005198388,-0.006146689,1.182443619,-0.005433051,-0.006424276,1.162649155,-0.005087898,-0.00591544,1.162722588,-0.0049653,-0.005773266,1.162734032,-0.004921861,-0.005722816,1.162829876,-0.004859057,-0.005650256,1.162770748,-0.004820568,-0.005605216,1.162822723,-0.004608632,-0.005359022,1.162764072,-0.004572811,-0.0053171,1.162696362,-0.004445903,-0.005169236,1.162726879,-0.004442802,-0.005165765,1.162819386,-0.003087975,-0.003590757,1.162805557,-0.003084559,-0.003586743,1.162689686,-0.002920278,-0.003395377,1.162727356,-0.002916084,-0.003390611,1.162760735,-0.002800263,-0.003256036,1.162822723,-0.002757833,-0.003206871,1.162713051,-0.002602961,-0.003026497,1.162743568,-0.002619148,-0.003045398,1.162727833,-0.002146657,-0.002495977,1.162752628,-0.00264164,-0.003071574,1.162759304,-0.002632132,-0.003060536
1.221800327,-0.006361942,-0.007773023,1.221875191,-0.006547629,-0.008000385,1.202131271,-0.006390115,-0.007681757,1.202151775,-0.006665581,-0.008013039,1.182361126,-0.006190854,-0.007319825,1.18242979,-0.005933141,-0.007015522,1.182442188,-0.005898674,-0.006974841,1.182536602,-0.005774266,-0.006828281,1.182481289,-0.005742583,-0.006790497,1.182530403,-0.005396258,-0.006381239,1.182465076,-0.005360136,-0.006338174,1.182399273,-0.005152661,-0.006092503,1.182445526,-0.005162043,-0.006103835,1.182528973,-0.003435571,-0.004062662,1.182512283,-0.003430523,-0.004056636,1.182397842,-0.003233225,-0.003822958,1.18243742,-0.003226776,-0.00381546,1.182469845,-0.00307362,-0.003634463,1.182526112,-0.003041932,-0.003597164,1.182424068,-0.002871901,-0.003395805,1.182454109,-0.002889841,-0.003417104,1.182430744,-0.002353163,-0.002782452,1.182460308,-0.002885368,-0.003411833,1.182466984,-0.002885407,-0.003411899
1.24149704,-0.007527488,-0.009345354,1.241563797,-0.00771698,-0.009581123,1.221835136,-0.007539637,-0.009212194,1.22185421,-0.00784285,-0.00958282,1.202062607,-0.007227428,-0.008687821,1.202131271,-0.006816059,-0.008193797,1.202142239,-0.006791106,-0.008163875,1.202236652,-0.006597823,-0.007932145,1.202187538,-0.006572193,-0.007901009,1.202231407,-0.006081653,-0.007311554,1.202163696,-0.006043772,-0.007265603,1.202097893,-0.005752787,-0.006915414,1.202149391,-0.005772475,-0.006939377,1.202237606,-0.003715634,-0.004467075,1.202215195,-0.003707724,-0.004457483,1.202106953,-0.003479628,-0.004182885,1.202144623,-0.003470096,-0.004171558,1.202176094,-0.003269689,-0.003930742,1.202226639,-0.003260114,-0.003919395,1.202128887,-0.003078504,-0.003700758,1.202161789,-0.003097339,-0.003723502,1.20213604,-0.002501462,-0.003007097,1.202166557,-0.003062228,-0.003681308,1.202178955,-0.003075616,-0.003697441
1.261175156,-0.008058206,-0.010162809,1.261234283,-0.008176316,-0.01031225,1.241537571,-0.008514801,-0.010571446,1.241556168,-0.008742738,-0.0108546,1.221766949,-0.008098876,-0.009894939,1.221835613,-0.007518243,-0.009186058,1.22184515,-0.007500993,-0.009165052,1.22193718,-0.007236746,-0.008842849,1.221889496,-0.007214065,-0.00881479,1.221930027,-0.006577752,-0.008037553,1.2218647,-0.006536909,-0.007987218,1.221794128,-0.006166589,-0.007534302,1.221857071,-0.006193117,-0.007567104,1.221950531,-0.003885897,-0.004748373,1.221922398,-0.003874567,-0.00473442,1.221818447,-0.003619677,-0.004422588,1.221857071,-0.003607557,-0.004407919,1.221889496,-0.003349925,-0.004093238,1.221934319,-0.00337604,-0.004125299,1.221839428,-0.00318647,-0.003893355,1.221877575,-0.003205682,-0.003916951,1.221844196,-0.002559762,-0.003127631,1.221874237,-0.003142871,-0.003840193,1.221895695,-0.003173608,-0.003877818
1.280899048,-0.009747098,-0.012485049,1.280927658,-0.009928391,-0.01271755,1.261248112,-0.008723444,-0.011002427,1.261246204,-0.008743334,-0.011027496,1.241466045,-0.008617009,-0.010697725,1.241537094,-0.007866756,-0.00976687,1.241539001,-0.007852886,-0.009749664,1.241634846,-0.007527651,-0.009346594,1.241578102,-0.007505162,-0.009318245,1.241630554,-0.006742737,-0.008371989,1.241562843,-0.006699371,-0.00831769,1.241487026,-0.006269998,-0.007784121,1.241555691,-0.006299627,-0.007821338,1.241671562,-0.003880989,-0.004818913,1.241641521,-0.003868209,-0.004802929,1.241540432,-0.003593507,-0.004461484,1.241572857,-0.003580957,-0.004446019,1.241609097,-0.003261763,-0.004049835,1.241646767,-0.003336435,-0.004142673,1.241557121,-0.003141842,-0.003900776,1.24159193,-0.003162287,-0.003926269,1.241560459,-0.002481286,-0.003080666,1.241586208,-0.003082699,-0.003827437,1.241613865,-0.003135043,-0.003892513
1.300489902,-0.007791007,-0.010132126,1.300520897,-0.007612576,-0.009900315,1.280941963,-0.010053143,-0.012877492,1.280949116,-0.009908602,-0.012692415,1.261146545,-0.00834394,-0.01052293,1.261225224,-0.007482151,-0.009436677,1.261217117,-0.007476295,-0.009429231,1.261320591,-0.007133122,-0.008997154,1.261267662,-0.00711604,-0.008975231,1.261323929,-0.006303421,-0.007950655,1.261256218,-0.006265648,-0.007902588,1.261176109,-0.005829805,-0.007352411,1.261253834,-0.005860853,-0.007392023,1.261398792,-0.003570526,-0.004503858,1.261366844,-0.003561716,-0.00449263,1.261273861,-0.003283328,-0.004141176,1.261296272,-0.003275863,-0.004131833,1.261332512,-0.002915789,-0.003677779,1.261376858,-0.00303412,-0.003827168,1.261277676,-0.002839605,-0.00358153,1.26130724,-0.00286222,-0.003610139,1.261268616,-0.002180826,-0.002750607,1.261294365,-0.002793619,-0.003523576,1.261332512,-0.002866997,-0.003616236
a,a,a,a,a,a,1.300692558,-0.007459987,-0.009703149,1.300604343,-0.006704496,-0.008719897,1.280875206,-0.008829378,-0.011309332,1.280946732,-0.007742347,-0.009917534,1.280939579,-0.00772549,-0.009895885,1.281051636,-0.007302738,-0.009355185,1.280963421,-0.007273002,-0.009316449,1.281034946,-0.006307196,-0.008079739,1.280972958,-0.006259837,-0.008018682,1.280884743,-0.00576185,-0.007380266,1.280958652,-0.005788323,-0.007414603,1.281139851,-0.003470765,-0.004446536,1.281113625,-0.003460145,-0.004432838,1.281023026,-0.003162437,-0.004051154,1.281034946,-0.003155046,-0.004041724,1.281073093,-0.002704593,-0.003464781,1.281101704,-0.002904359,-0.003720779,1.281015873,-0.002705537,-0.003465835,1.281042099,-0.002730814,-0.003498288,1.281032562,-0.002015843,-0.00258236,1.281032562,-0.002648614,-0.003392961,1.281070709,-0.002753002,-0.00352679
a,a,a,a,a,a,a,a,a,a,a,a,1.300458908,-0.005985823,-0.007784317,1.300582886,-0.005035859,-0.006549552,1.300532818,-0.00505182,-0.006570057,1.300663948,-0.004773926,-0.006209273,1.30064249,-0.004777391,-0.006213678,1.300680637,-0.004042738,-0.005258311,1.300640106,-0.004035568,-0.005248822,1.300530434,-0.003711023,-0.004826298,1.300640106,-0.003741157,-0.004865898,1.300830841,-0.002262093,-0.0029426,1.300842762,-0.002275313,-0.002959824,1.300749779,-0.002025491,-0.002634657,1.300752163,-0.002042059,-0.002656213,1.300799847,-0.001649121,-0.002145176,1.300871372,-0.001843835,-0.002398592,1.300725937,-0.001658883,-0.002157752,1.300725937,-0.001689812,-0.002197982,1.300685406,-0.001083543,-0.001409348,1.300706863,-0.001707212,-0.002220583,1.300776005,-0.001822015,-0.002370034
