Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			
Device	1 Sun		Device	T89		Device	T89		Device	T75		Device	T75		Device	T63		Device	T63		Device	T56		Device	T56		Device	T51		Device	T51		Device	T39		Device	T39		Device	T20		Device	T20		Device	T18		Device	T18		Device	T8		Device	T8		Device	T5.1		Device	T5.1		Device	Room light		Device	Torch		Device	Torch		
0.531664371490478	0.00325176899484588	0.00172884971887696	0.531720161437988	0.00296005591876384	0.00157392141099058	0.51198148727417	0.00295540476397383	0.00151311252655649	0.512033462524416	0.00255875435360881	0.00131016785142775	0.492175579071044	0.00254939139146433	0.00125474818437269	0.492265701293946	0.00211113663814378	0.00103924015770319	0.49230623245239	0.00211264710862932	0.00104006933855074	0.49238967895508	0.00205164264672068	0.00101020766414934	0.492347240448	0.00205781862013758	0.00101316131896725	0.492382526397706	0.00172180719851221	0.000847787778373199	0.492344379425048	0.00172071667999518	0.000847185185978556	0.492249488830564	0.00161389634903143	0.000794439652836235	0.492270469665528	0.00161137773198137	0.00079323367293104	0.492341995239256	0.000821802280970592	0.000404607774705233	0.492359161376954	0.000822292950907859	0.000404863467715174	0.49232053756714	0.000685607440005985	0.000337538623423777	0.492317199707032	0.000686174175438413	0.000337815348563121	0.492316722869874	0.000522982164148972	0.000257472865173217	0.492396354675292	0.000521609018776323	0.000256838379411217	0.492231369018554	0.000373241973639781	0.000183721407659897	0.49229907989502	0.000373952820566534	0.000184096629489052	0.492289543151854	1.64292048106561E-05	8.08792573058613E-06	0.492353439331056	0.000620024315962619	0.000305271104433081	0.492359161376952	0.000614614304243309	0.000302610983407515	
0.551368713378906	0.00325230115256502	0.00179321710201051	0.551423072814942	0.00296061904295858	0.00163255365010265	0.53169059753418	0.00295542427518177	0.00157137129883841	0.53174114227295	0.00255877148994417	0.00136060407487837	0.511881351470946	0.00254922068003639	0.00130489852689471	0.511972904205324	0.00211134762927306	0.00108095277754595	0.512010574340818	0.00211375505653022	0.00108226494050985	0.512102127075196	0.00205215072975126	0.00105091075378453	0.512056827545168	0.00205831645861984	0.00105397499588488	0.512091636657716	0.00172219367409761	0.000881920977210211	0.51205062866211	0.0017209446211953	0.000881210775175731	0.511955738067624	0.00161461090627681	0.000826609318214979	0.511974334716798	0.00161157847856233	0.000825086819405856	0.512053012847898	0.000821830185723234	0.00042082062264893	0.512073040008546	0.000822225243756685	0.000421039380142253	0.512025833129884	0.000685488230716435	0.000350987682433313	0.51202630996704	0.000686147236932941	0.000351325437820854	0.512033939361572	0.000523134516880646	0.00026786262749441	0.512107849121094	0.000521477644085641	0.000267052794677433	0.511937618255614	0.000373153043975437	0.000191031080577618	0.51200246810913	0.000373830986111476	0.000191402387544746	0.511995315551758	1.64745041951663E-05	8.43486897396293E-06	0.512067317962648	0.000620048157820529	0.000317506397182839	0.512066841125488	0.000614645526832623	0.000314739593337093	
0.57107400894165	0.0032527465110202	0.00185755899011927	0.571125030517578	0.00296041499018248	0.00169076710161266	0.551398277282716	0.00295514697388517	0.00162946295051751	0.551449298858644	0.00255766787269325	0.00141042415510997	0.531588077545166	0.00254928102973921	0.00135516740172143	0.531681060791016	0.00211125491611076	0.00112251425339801	0.531721591949462	0.00211396558199822	0.00112404114458646	0.531815052032472	0.0020527851466891	0.00109170203959795	0.531760215759278	0.00205830546901346	0.0010945249603011	0.531794071197512	0.00172243805314119	0.00091598234466547	0.531753063201906	0.00172113558888922	0.000915219121577659	0.531664371490476	0.00161495374939959	0.00085861337016072	0.531680583953858	0.00161120033831397	0.000856643936741423	0.531765460968016	0.000821728147693653	0.000436966647248709	0.531782627105714	0.000822124870466206	0.000437191723425464	0.531731128692628	0.000685299160592255	0.00036439489615383	0.531725406646728	0.000685877106820175	0.000364698283533639	0.531748294830322	0.000523263737887874	0.000278244600368418	0.531815052032472	0.000521335314713177	0.000277253967520553	0.531649589538572	0.000373090581334511	0.0001983534544272	0.531710624694824	0.000373645973061264	0.00019867153375111	0.531698703765868	1.65095517553981E-05	8.77810726810068E-06	0.531779289245606	0.000619989507781391	0.000329697579787721	0.531776905059814	0.000614565176977499	0.000326811567770631	
0.590782165527344	0.00325224606483474	0.00192136897301085	0.590826988220214	0.00295897972896274	0.00174824508146772	0.571100234985352	0.00295401755899893	0.00168704012209514	0.571155548095704	0.00255601063073785	0.00145987965273752	0.551292419433592	0.00254950347613617	0.00140552193971346	0.55139398574829	0.0021109473468305	0.00116396367127364	0.5514235496521	0.00211294541124998	0.00116512785889258	0.551518440246582	0.00205275464587478	0.00113213204050178	0.551467895507812	0.00205807184674562	0.00113496055012868	0.55149841308594	0.00172226710888261	0.000949827577458869	0.551460742950442	0.00172078177944314	0.000948943598547298	0.551376819610594	0.00161492227069657	0.000890430705534993	0.551387786865234	0.00161086368848631	0.000888210564136032	0.551471710205076	0.000821776308712292	0.000453186386371582	0.551493644714358	0.000821997547028725	0.000453326423157133	0.55143404006958	0.000684885990973559	0.000377669448989608	0.55143165588379	0.000685529735141377	0.000378022797006585	0.551451683044434	0.000523280909147844	0.0002885641380546	0.551519870758058	0.000521135045435039	0.000287416332905827	0.551355838775632	0.000372976139252389	0.000205642572100798	0.551417350769044	0.000373355580861732	0.000205874745293614	0.551407814025878	1.65348244303731E-05	9.11743139445371E-06	0.551487922668458	0.000619816898783717	0.000341821533945038	0.551486492156982	0.000614355140453859	0.000338808561347509	
0.61049747467041	0.00325004949397638	0.00198414700862642	0.610527992248534	0.00295734921596522	0.00180554447920102	0.590806007385254	0.00295267431244957	0.00174445772164733	0.590866565704346	0.00255389303603383	0.00150901000737756	0.570997714996336	0.00254962007772251	0.00145582723848834	0.571102619171142	0.00211037588729872	0.00120524119667192	0.571123600006104	0.0021120596769154	0.00120624712610765	0.571220874786376	0.00205242803104786	0.00117238973533124	0.571172714233398	0.00205761335664214	0.00117525260575618	0.571205139160158	0.00172194095971699	0.00098358152552072	0.571166992187504	0.00172038552497072	0.000982627425700447	0.571082115173338	0.00161454962525139	0.000922040415040884	0.571094989776612	0.00161052156713853	0.000919760797919989	0.57117223739624	0.00082184521494128	0.000469415170211405	0.571195602416994	0.000821622515069461	0.000469307167454466	0.571135520935058	0.000684304484799501	0.00039083059840416	0.571126937866212	0.000685076984313259	0.000391265920253451	0.571152687072754	0.000523158836041376	0.000298803574970886	0.571224212646486	0.000520714949104693	0.000297444986815583	0.571066379547116	0.000372706963745261	0.000212840416418005	0.571123123168946	0.0003729097334622	0.000212977371635031	0.571108341217042	1.65407848948507E-05	9.44658022372608E-06	0.571197986602784	0.000619491937054369	0.000353852547162114	0.571191787719726	0.000614036372019633	0.000350732533058829	
0.630211353302	0.0032471917772223	0.00204641712435439	0.630233287811278	0.00295531739607032	0.00186253939905126	0.610507965087892	0.00295103211135375	0.0018016286092116	0.610575675964356	0.00255073040426883	0.00155741394078928	0.590704441070556	0.00254929253157303	0.00150587841998819	0.590814590454102	0.0021095552524121	0.00124635602249415	0.590830802917482	0.00211039740581808	0.00124688779375447	0.590924739837644	0.00205170276359288	0.0012124019218003	0.590876102447508	0.00205627774693788	0.0012150053806602	0.590910434722902	0.00172111508614089	0.00101702486375966	0.590878486633304	0.00171977564838274	0.0010161784324652	0.590787410736082	0.00161348365671555	0.000953225831815965	0.590800285339356	0.00160947990612189	0.00095088118778477	0.59087896347046	0.000821403663267124	0.000485350145142117	0.590907096862794	0.000821018133284663	0.00048514544161095	0.590839862823486	0.000683538681529459	0.000403861900829412	0.590829849243164	0.000684477596745769	0.000404409795295626	0.59086275100708	0.000522727063254252	0.00030885995062026	0.590927600860598	0.000520172069534417	0.000307384033084665	0.590776443481444	0.000372296407650539	0.000219943947632704	0.59083080291748	0.000372322266823664	0.000219979463851481	0.59081792831421	1.65097904068079E-05	9.75428016505206E-06	0.590904712677002	0.000618993632910821	0.000365766254804063	0.590895652770996	0.000613519720821365	0.00036252613592262	
0.64993381500244	0.00324388655997112	0.00210831156735717	0.649948120117186	0.00295246661766942	0.00191895012786299	0.630223274230958	0.00294830412783431	0.00185808988087239	0.63028621673584	0.00254753419832501	0.00160567569186744	0.61041259765625	0.00254830453801975	0.00155551719267185	0.610522270202636	0.00210845447569502	0.00128725841312023	0.610536575317384	0.00210854486551878	0.00128734376109689	0.610629081726072	0.00205029511608748	0.00125196982400395	0.610583305358884	0.00205446027093352	0.00125441914295509	0.61061191558838	0.00171965216464069	0.00105004010239696	0.61058568954468	0.00171847817633792	0.00104927818226677	0.610492229461668	0.00161195181734481	0.00098408405875562	0.610515594482422	0.00160813689240315	0.000981792650874621	0.610586166381838	0.000820243037433106	0.000500829051727675	0.610611438751222	0.000820031559998307	0.000500720650671975	0.610551834106446	0.000682644379027183	0.000416789777657503	0.610527992248536	0.000683599976559113	0.000417356921189781	0.61055850982666	0.000522018012453602	0.000318722539786346	0.610631942749026	0.000519474695190545	0.00031720784233316	0.610494136810302	0.000371723964409285	0.00022693530078375	0.61054515838623	0.000371655172104998	0.000226912265917907	0.61052417755127	1.64349269875219E-05	1.0033920282172E-05	0.61060619354248	0.000618294582186315	0.000377534501316724	0.610608100891114	0.000612782532437427	0.000374169978390865	
0.66965389251709	0.0032394553271611	0.00216931386946865	0.669662475585936	0.0029495094822305	0.00197517582163467	0.649941444396974	0.00294432398111331	0.00191363818105743	0.650003433227538	0.00254457850643607	0.00165398476530045	0.630120754241942	0.00254729647446499	0.00160510437576772	0.63023281097412	0.00210666060871792	0.00132768663720074	0.630245208740234	0.0021066913938969	0.00132773215729781	0.63034677505493	0.00204821039707032	0.00129108281842725	0.630295276641844	0.00205237815961958	0.0012936042598911	0.63032627105713	0.00171779273255435	0.00108276988756002	0.63029479980469	0.00171711942326768	0.00108229144312925	0.630202293395994	0.00160985946148255	0.00101453712467154	0.63023090362549	0.00160711218145737	0.00101285176234741	0.630296230316164	0.000818745051637966	0.000516051919637423	0.630325794219972	0.000818616066100213	0.000515994822025845	0.63026237487793	0.000681388863064345	0.000429453763050307	0.630234241485596	0.000682548070994149	0.000430165165800454	0.630269050598144	0.000521002114147679	0.000328371507843483	0.630348205566408	0.000518501474741603	0.000326836474186905	0.630218505859374	0.000370852543338515	0.000233718135756948	0.630263805389404	0.000370828099451078	0.000233719529105357	0.630241870880128	1.63207246482033E-05	1.02860040364031E-05	0.63031530380249	0.000617348055770669	0.000389123927324966	0.630314350128174	0.000611747076357437	0.000385592960877049	
0.68937349319458	0.00323416294693246	0.0022295462082873	0.68937826156616	0.00294595276131804	0.00203087579325346	0.669662952423098	0.00293997144506085	0.00196878995793905	0.66971969604492	0.00254140469880017	0.00170202878240758	0.649835109710692	0.00254470702517853	0.00165363996888846	0.649941444396972	0.00210429500281226	0.00136766853356513	0.649953842163084	0.00210458376434442	0.0013678823037897	0.65005874633789	0.00204576800361838	0.00132986938373033	0.65000057220459	0.00204966042064846	0.0013322804462466	0.650037288665772	0.00171555611482529	0.00111517544543502	0.65000343322754	0.00171548625600082	0.00111507195605519	0.649909496307372	0.00160747099160769	0.00104471066248447	0.649941921234134	0.00160571028486885	0.00104361842749307	0.650013923645022	0.00081645814248987	0.000530709160691767	0.650038242340088	0.000816600718973343	0.000530821696055084	0.64997673034668	0.000679571154229339	0.000441705436863905	0.64994478225708	0.000681067966592441	0.000442656571249196	0.649986267089844	0.00051978617939426	0.000337853878429367	0.650063514709474	0.000517212338033821	0.00033622087031337	0.6499342918396	0.000369680718350537	0.000240268175887911	0.649979591369628	0.000369746868866546	0.000240327918736077	0.649952411651612	1.61297511335123E-05	1.04835706485666E-05	0.650024890899658	0.000616077999534135	0.000400466034432856	0.650025367736816	0.000610357333528531	0.000396747750177746	
0.709080696105956	0.00322933091945244	0.00228985621632182	0.709092140197752	0.00294070229060526	0.00208522888092972	0.689380168914796	0.00293526337661553	0.00202351236238063	0.689435005187988	0.00253833147400233	0.00175001457294763	0.669547080993652	0.00254092427227721	0.00170126842952913	0.66965627670288	0.00210147952153694	0.00140726895195977	0.66967725753784	0.00210204390798506	0.00140769099952356	0.669778823852538	0.00204246516123976	0.00136799991345495	0.669713497161866	0.00204612921797454	0.0013703203542148	0.669751644134522	0.00171278829398273	0.0011471427759493	0.66971492767334	0.00171301885653776	0.00114723429960925	0.669620513916014	0.00160454344894359	0.00107443520888218	0.66966247558594	0.00160323669211067	0.00107362745218904	0.669737815856936	0.000813628353771498	0.000544917676574198	0.669756412506104	0.000814131887601827	0.000545270052347022	0.669692993164064	0.000677292836531993	0.00045357826694569	0.669662952423096	0.000679009219833593	0.000454707318876267	0.669707775115966	0.000518330161322638	0.000347129739114884	0.669784545898438	0.000515540788635369	0.000345301253008263	0.669660091400148	0.000368245439668497	0.000246599274786094	0.669689655303954	0.000368340915204076	0.00024667410053736	0.669665336608886	1.58357811637233E-05	1.06046737234694E-05	0.669726371765136	0.000614415274417079	0.000411490112492431	0.66973638534546	0.000608499100519997	0.000407533988068227	
0.728796005249024	0.0032235115969111	0.00234928237470271	0.728800773620604	0.00293478974267418	0.00213887703487476	0.70909833908081	0.00293008419864583	0.00207771783862668	0.70914316177368	0.00253425712400289	0.00179715110966288	0.68925380706787	0.00253700061027035	0.00174863732916235	0.689372539520262	0.00209768624469054	0.00144608729361904	0.689389705657956	0.00209881454695758	0.00144690114275772	0.689494132995606	0.00203875323542024	0.00140570839444806	0.689431667327882	0.00204244970218062	0.00140812950360772	0.689461708068848	0.00170944207525519	0.0011785948530502	0.689427852630616	0.00171004053351026	0.00117894957292929	0.689326286315918	0.00160109590231993	0.00110367749238183	0.689375877380372	0.00159994579394407	0.00110296403546123	0.689449310302736	0.000809981736947526	0.000558441349896284	0.689461708068848	0.000811044832663749	0.000559184355648761	0.689407825469972	0.000674552932083603	0.000465042070072151	0.689376831054688	0.000676323204037677	0.000466241547168247	0.68941879272461	0.000516457376398876	0.000356055420930633	0.689502716064452	0.000513365940876063	0.000353967210569028	0.689382553100586	0.000366312817269315	0.000252529665202589	0.689408302307128	0.000366603323393552	0.0002527393748009	0.689376354217528	1.54347611209505E-05	1.06403593497793E-05	0.689446449279784	0.000612213965455121	0.00042208874468253	0.689441680908204	0.000606094891293627	0.000417867080643354	
0.748570442199708	0.00321556201367868	0.00240707467850003	0.748572826385496	0.00292797334618444	0.00219180128333468	0.728804111480712	0.00292461705573607	0.00213147293472706	0.728847980499266	0.00252837102563293	0.00184279811598542	0.708964824676512	0.00253222460184321	0.00179525817088732	0.70908212661743	0.00209343932061804	0.00148442040540838	0.709101200103758	0.00209455952037868	0.00148525466958927	0.709202766418458	0.00203436870843732	0.00144277991593889	0.709141731262208	0.00203806424387514	0.00144527640632522	0.709172248840332	0.00170552269733217	0.00120950936671528	0.70914363861084	0.00170659061201404	0.00121021787622274	0.709038257598878	0.00159734104252973	0.00113257590958645	0.709084033966066	0.00159603668385245	0.00113172413014391	0.70915985107422	0.00080586735171892	0.000571488771130566	0.709173202514648	0.000807212731307511	0.000572453637771943	0.709113597869874	0.000671021706126627	0.000475830616280234	0.709088325500488	0.000672861128781865	0.000477117971102301	0.709137916564942	0.00051407223600222	0.000364548114402496	0.709208488464354	0.000510553078945485	0.000362088577399749	0.709064483642578	0.000363733606710409	0.000257910582025569	0.709089279174804	0.000364243934066086	0.000258281468650716	0.709084510803222	1.48761463828395E-05	1.05484449805129E-05	0.709161758422852	0.000609327913211709	0.000432112054389343	0.709140300750732	0.000602906997403783	0.00042754564946364	
0.768343448638916	0.00320619928813768	0.00246346221807134	0.768343925476072	0.00291931805327112	0.0022430402927635	0.748572349548338	0.00291854213171411	0.00218473994079304	0.748618125915526	0.00252150862180801	0.00188764705893776	0.728673934936522	0.00252550287429319	0.00184026811710472	0.728786945343016	0.00208826372824026	0.00152189934357483	0.72880744934082	0.00208925759409366	0.00152266649816734	0.728898525238038	0.00202923050866092	0.00147910312513098	0.728851795196534	0.00203238634266674	0.00148130843438557	0.728869915008544	0.00170063823639121	0.00123954404681874	0.728848457336424	0.00170164058596384	0.00124023811602079	0.72874164581299	0.00159348580944903	0.00116123947135753	0.72878932952881	0.00159107948661841	0.00115956175227967	0.728868007659914	0.000800512468103994	0.000583467927733879	0.728880405426024	0.000802390238242363	0.000584846522159977	0.728822231292726	0.000666471729688343	0.000485739413124981	0.728796005249024	0.000668283259232471	0.000487042169703423	0.728837966918946	0.000510989954092338	0.000372428879256665	0.728912830352782	0.000506875472362843	0.000369468035196403	0.728765964508058	0.000360499938316023	0.000262720085251972	0.728797435760496	0.000361186693091928	0.00026323193575621	0.72878646850586	1.40974712161823E-05	1.02740462625045E-05	0.728871822357178	0.000605532529247975	0.000441355598089523	0.728842735290526	0.000598779969471229	0.000436416430786588	
0.788113594055176	0.00319506821385814	0.00251807669327519	0.78812026977539	0.00290934405415828	0.00229291302083265	0.768343925476072	0.00291041583002317	0.0022362003236077	0.768385887145996	0.00251282254868361	0.00193081738331072	0.748449802398682	0.00251812214288935	0.00188468802026128	0.748558044433592	0.00208173869601798	0.00155830224731295	0.74858570098877	0.00208246219892798	0.00155890142496712	0.748672008514404	0.00202309341885712	0.00151463341330803	0.748632907867432	0.0020255375361514	0.00151638405568365	0.748640060424804	0.00169424815280999	0.00126838203949428	0.748626708984374	0.00169505187456054	0.00126896110641005	0.748515129089356	0.00158805154222615	0.00118868060512996	0.748565673828126	0.00158502507497617	0.00118649536328401	0.748643875122072	0.00079375759711184	0.000594241763409392	0.74865961074829	0.000796010864870761	0.000595941184245553	0.748599052429202	0.000660537493582813	0.000494477741790054	0.748569011688232	0.000662313493170717	0.000495787357010584	0.748610973358154	0.000507029574692978	0.000379567903432281	0.748682498931884	0.000502070872332659	0.000375891675338926	0.748544692993164	0.000356312589784463	0.00026671589812981	0.748575687408446	0.00035728687876375	0.000267456270872592	0.748565196990968	1.30005074647031E-05	9.73172743129802E-06	0.748657703399658	0.000600491396566903	0.000449562509865031	0.748612403869628	0.000593291091820879	0.000444145070442465	
0.807889461517334	0.00318069464690282	0.00256964968553738	0.80789852142334	0.0028977075511175	0.00234105364606508	0.788116931915282	0.00290007181645143	0.00228559570231568	0.788148403167724	0.00250206819438549	0.00197200105202168	0.76821756362915	0.00250854963693843	0.00192711189033163	0.768327713012694	0.00207319041206848	0.00159288964794442	0.76835584640503	0.00207394776855406	0.00159352989310718	0.7684383392334	0.00201519198500182	0.00154855078219125	0.768402099609376	0.0020170645961982	0.00154991667076643	0.768405437469482	0.00168633982716763	0.00129579269261695	0.768399715423582	0.0016870021508683	0.00129629197264617	0.768281459808352	0.00158112762454517	0.00121475103952887	0.768327713012696	0.00157736874193945	0.00121193611807205	0.768408298492432	0.000784978310239244	0.000603183847724402	0.76842451095581	0.000787471428485725	0.000605112347325816	0.768367290496828	0.000652679925020781	0.000501497905549891	0.768330097198486	0.000654554877632239	0.000502914212752921	0.76838493347168	0.000501567880020276	0.000385397202120912	0.768444061279296	0.000495730370037017	0.000380941058850733	0.76830768585205	0.000350832536415509	0.000269547334175005	0.768354892730712	0.000352132508899138	0.000270562736102193	0.76833772659302	1.14598466320146E-05	8.80503250834677E-06	0.768440246582032	0.000593779436262373	0.000456284016416798	0.768378257751464	0.000586035052868261	0.000450296592904202	
0.827671527862548	0.00316351873032046	0.00261835438094612	0.827681064605714	0.00288297449364838	0.00238618339813401	0.807888031005858	0.00288687534809817	0.00233227204073438	0.807918071746826	0.00248979513236495	0.00201155048238493	0.788000106811524	0.00249584979634807	0.0019667299061078	0.78810167312622	0.00206223344854424	0.00162524963117457	0.788134574890138	0.00206360538479684	0.00162639875268786	0.7882137298584	0.00200481528200772	0.00158022293110842	0.788173198699952	0.00200611620084166	0.00158116702298116	0.788182258605956	0.00167666529482865	0.00132151783900427	0.788174629211424	0.00167715211079014	0.00132188874305318	0.788064479827882	0.00157182073179253	0.00123869608738276	0.788103103637696	0.00156855680056907	0.00123618448276049	0.788189888000488	0.00077346531221338	0.000609637537805727	0.78820562362671	0.000776289131464574	0.000611875458980672	0.788143634796144	0.000642151835542169	0.000506107881755221	0.788103580474854	0.000644261388310171	0.000507744706888946	0.788162231445312	0.00049442986874169	0.000389690948640663	0.788217544555664	0.000487333263024447	0.000384124627961429	0.788068771362304	0.000343781545589991	0.000270923500250138	0.78813076019287	0.000345289895678924	0.000272133587968347	0.788130760192874	9.26425002437977E-06	7.30144041433128E-06	0.78821659088135	0.000584815852293793	0.000460961557388385	0.78815460205078	0.000576359554282113	0.000454260435143384	
0.847374916076658	0.0031435779032786	0.00266378906197114	0.84739637374878	0.00286413514181552	0.00242705773310092	0.827670574188232	0.00286935609944869	0.0023748816103812	0.827696323394776	0.00247514691838237	0.002048670004207	0.807770729064942	0.00247958485294209	0.00200293606443942	0.807879447937012	0.0020479924553574	0.0016545310142133	0.807913780212404	0.00205002386112508	0.00165624252716719	0.807990550994874	0.00199106402479676	0.0016087609184616	0.807948589324952	0.00199213937730312	0.00160954619963074	0.80795907974243	0.00166422915822529	0.00134462905916022	0.807942390441894	0.00166490286734446	0.00134514560249585	0.807841300964356	0.00155979251447685	0.00126006481412944	0.807875156402588	0.00155726672624297	0.00125807710002408	0.807969093322754	0.000758088501297612	0.000612512079051837	0.80797815322876	0.000761265419861441	0.000615085828056563	0.807921409606934	0.000628061297517267	0.00050742416880971	0.807879447937014	0.000630604054980851	0.000509452055804772	0.807932376861572	0.000484883108039184	0.000391752761978125	0.80799150466919	0.000476116623483357	0.000384698187006332	0.807873725891112	0.000334537103836739	0.000270263736525409	0.80794095993042	0.000336280059902982	0.000271694434403474	0.807928562164308	6.05656657574377E-06	4.89327312519307E-06	0.807992458343508	0.000572683443265083	0.00046272390317638	0.807935714721678	0.000563399839768841	0.000455190852217718	
0.867085456848142	0.00311767088412536	0.00270328708286399	0.867117881774904	0.00283988415389834	0.00246251433201444	0.84737730026245	0.00284687513665069	0.00241237736747935	0.847398757934572	0.00245670621917757	0.00208180979874121	0.827554225921632	0.00245847339999005	0.00203452005147769	0.827669143676758	0.00202953648246238	0.00167978472250037	0.82769823074341	0.00203193240788576	0.00168182685899724	0.827770233154298	0.00197295115113822	0.00163315023437972	0.827728748321534	0.00197403386109292	0.00163396457698676	0.827745914459228	0.00164789103614801	0.0013640350726455	0.827725410461426	0.00164931744017196	0.00136518195514752	0.827629089355468	0.00154290533117571	0.00127695333420265	0.827653884887694	0.00154242088561005	0.00127659063810707	0.827744960784912	0.00073749891495027	0.000610461010434427	0.827754020690918	0.000740948582971607	0.000613323168679986	0.827699661254882	0.000609243156556037	0.000504270354303287	0.827661514282228	0.000612325685300803	0.000506798403929966	0.82771348953247	0.000471842572188734	0.000390550461936314	0.8277587890625	0.000460925780223443	0.000381535365685445	0.827652454376218	0.000322009633592645	0.00026651206357574	0.827720165252686	0.000323980996520312	0.000268165603978522	0.82774019241333	1.33683258757617E-06	1.10655006326471E-06	0.8277702331543	0.000556138381311719	0.000460354797564457	0.82772159576416	0.000545835782861991	0.000451800065215707	
0.886791229248044	0.00308410010463786	0.00273495292291583	0.886828422546388	0.00280848894394516	0.00249064781989786	0.867089748382568	0.00281752771877457	0.00244304940073315	0.867107868194582	0.00243313616776081	0.00210979151545421	0.847259521484376	0.00243088576268479	0.0020595911080755	0.847381591796876	0.0020053269849659	0.00169927717259363	0.84740972518921	0.00200842219394442	0.00170195649943435	0.847481250762942	0.00194895953655806	0.00165170666572858	0.84743881225586	0.00195053936322004	0.00165296276122549	0.847463607788084	0.00162630151203537	0.00137823134674071	0.847434520721436	0.00162883418757958	0.00138033031908619	0.847341060638428	0.00152039098046341	0.00128828970597096	0.847359180450438	0.00152214934592193	0.00128980722228357	0.847448348999024	0.000709638272073794	0.000601381782055457	0.847460269927978	0.000713594824047897	0.000604743262206838	0.84740877151489	0.000583839412480589	0.000494750639292151	0.847363948822024	0.000587475554288305	0.000497805605518145	0.84741449356079	0.000453766159808993	0.000384528020509562	0.847471237182618	0.000440220791367573	0.000373074458693788	0.847357749938964	0.000304861383111533	0.000258326655636669	0.847426414489746	0.000307118842513354	0.000260260619533332	0.84746503829956	-5.63023479623563E-06	-4.77142714722734E-06	0.847471714019778	0.000533516276577537	0.000452139953368616	0.84743881225586	0.000522031119647159	0.000442389431994386	
0.906503200531004	0.00304013027041446	0.00275588782016189	0.906540870666504	0.00276725063226698	0.00250862579752774	0.886795043945312	0.00277825063274015	0.00246373889195189	0.8868203163147	0.00240158887283119	0.00212977780386202	0.866979598999024	0.00239491557028219	0.00207634294075977	0.8670973777771	0.00197291064965884	0.00171070565090769	0.86712121963501	0.00197713955760744	0.00171441966458119	0.867194175720216	0.00191685100336192	0.00166228202583891	0.867146968841552	0.00191943027884482	0.00166442814820298	0.867183685302732	0.00159717723904813	0.0013850460442394	0.867148399353028	0.00160118764412148	0.00138846730266379	0.86705732345581	0.00149006867739923	0.00129197495919111	0.867069721221922	0.00149499847562111	0.00129626791148399	0.86717176437378	0.000671775736973364	0.000582544951094689	0.867175579071044	0.000676593692479792	0.00058672552707198	0.867115974426266	0.000549188135825095	0.000476209805539322	0.86708450317383	0.000553498758903645	0.000479930196371299	0.867121219635008	0.000428696446216462	0.000371731785296413	0.867187500000002	0.000411927182446923	0.000357218103528191	0.867071628570556	0.000281164724211525	0.000243789955318679	0.86713981628418	0.000283886145236954	0.000246168979826396	0.867177486419676	-1.59847534865277E-05	-1.38616183494853E-05	0.867179870605472	0.000502456767667135	0.00043572039477043	0.867159366607666	0.000489617403684837	0.000424576317659433	
0.92620515823364	0.00298080269410502	0.0027608348309568	0.926247596740722	0.00271245654798624	0.00251240635883589	0.906507968902588	0.00272520915784645	0.00247042381851412	0.906526088714602	0.00235925835260365	0.00213872924665305	0.886681079864502	0.00234658309515641	0.00208067083280507	0.88680648803711	0.00192922733682554	0.00171085131919544	0.886822700500488	0.0019349414016008	0.00171594995907782	0.886911392211914	0.0018730838016477	0.00166125936224894	0.886849880218506	0.00187734986529468	0.00166492750316481	0.886892795562742	0.00155685255481567	0.00138076131461947	0.886847972869874	0.0015625378504072	0.00138573352516608	0.886762142181396	0.00144861935130871	0.00128458079917194	0.886772632598876	0.00145673182801403	0.00129178991811857	0.886875152587892	0.00062047068973698	0.000550280037636799	0.886886119842528	0.000626172214253013	0.000555343445452058	0.886822700500486	0.000502210618630049	0.00044537177703352	0.88679075241089	0.000507153528246039	0.000449739058901142	0.88682985305786	0.0003935797760289	0.000349038294942255	0.88688898086548	0.000373079500147831	0.000330880097667912	0.886778831481934	0.000248313985131067	0.00022019958557515	0.886842250823976	0.000251605698624678	0.000223134564088448	0.886860847473142	-3.14056663460817E-05	-2.78524558711448E-05	0.886879444122316	0.000459917881475813	0.000407891715065183	0.886868476867676	0.000445593174402325	0.000395182539884823	
